"","KEY","STATECD","COUNTYCD","PLOT","t0","t1","t2","t3","N_REM","CONDITION","subplot_list"
"4189","55_7_20322",55,7,20322,2001,2006,2011,2017,4,"F",1432
"4190","55_7_20326",55,7,20326,2001,2006,2011,2017,4,"F",4213
"4191","55_7_20328",55,7,20328,2003,2008,2013,0,3,"M",4321
"4192","55_7_20330",55,7,20330,2002,2007,2012,2018,4,"F",2413
"4193","55_7_20332",55,7,20332,2002,2007,2012,2018,4,"F",3421
"4194","55_7_20333",55,7,20333,2003,2008,2013,2019,4,"F",2314
"4195","55_7_20336",55,7,20336,2000,2005,2010,2015,4,"F",1324
"4196","55_7_20344",55,7,20344,2003,2008,2013,0,3,"F",4123
"4197","55_7_20352",55,7,20352,2002,2007,2012,2019,4,"F",1234
"4198","55_7_20356",55,7,20356,2002,2007,2012,2018,4,"F",4132
"4199","55_7_20358",55,7,20358,2002,2007,2012,2018,4,"F",2134
"4200","55_7_20359",55,7,20359,2003,2008,2013,0,3,"F",4231
"4201","55_7_20361",55,7,20361,2002,2007,2012,2019,4,"F",3412
"4202","55_7_20369",55,7,20369,2003,2008,2013,2019,4,"M",4132
"4203","55_7_20377",55,7,20377,2000,2005,2010,2015,4,"M",4312
"4204","55_7_20380",55,7,20380,2000,2005,2010,2015,4,"F",3142
"4205","55_7_20381",55,7,20381,2001,2006,2011,2016,4,"F",4321
"4206","55_7_20382",55,7,20382,2003,2008,2013,0,3,"F",3412
"4207","55_7_20391",55,7,20391,2000,2005,2010,2016,4,"F",3241
"4208","55_7_20392",55,7,20392,2001,2006,2011,2017,4,"F",2143
"4209","55_7_20393",55,7,20393,2002,2007,2012,2019,4,"F",1234
"4210","55_7_20395",55,7,20395,2004,2009,2014,0,3,"F",4132
"4211","55_7_20396",55,7,20396,2002,2007,2012,2019,4,"F",1243
"4212","55_7_20397",55,7,20397,2000,2005,2010,2016,4,"F",4312
"4213","55_7_20401",55,7,20401,2001,2006,2011,2018,4,"F",1432
"4214","55_7_20403",55,7,20403,2004,2009,2014,0,3,"F",4213
"4215","55_7_20409",55,7,20409,2004,2009,2014,0,3,"F",1234
"4216","55_7_20411",55,7,20411,2001,2006,2011,2018,4,"F",1432
"4217","55_7_20414",55,7,20414,2003,2008,2013,0,3,"F",4231
"4218","55_7_20418",55,7,20418,2003,2008,2013,0,3,"F",1432
"4219","55_7_20424",55,7,20424,2004,2009,2014,0,3,"F",1432
"4220","55_7_20431",55,7,20431,2001,2006,2011,2017,4,"F",4231
"4221","55_7_20434",55,7,20434,2000,2005,2010,2015,4,"F",1342
"4222","55_7_20438",55,7,20438,2000,2005,2010,2015,4,"F",4123
"4223","55_7_20440",55,7,20440,2004,2009,2014,0,3,"F",1432
"4224","55_7_20441",55,7,20441,2004,2009,2014,0,3,"F",3421
"4225","55_7_20444",55,7,20444,2001,2006,2011,2017,4,"F",4321
"4226","55_7_20445",55,7,20445,2001,2006,2011,2017,4,"F",2134
"4227","55_7_20447",55,7,20447,2001,2006,2011,2017,4,"F",1234
"4228","55_7_20451",55,7,20451,2000,2005,2010,2016,4,"F",2314
"4229","55_7_20452",55,7,20452,2000,2005,2010,2015,4,"F",3241
"4230","55_7_20453",55,7,20453,2001,2006,2011,2017,4,"F",4123
"4231","55_7_20455",55,7,20455,2004,2009,2014,0,3,"M",4132
"4232","55_7_20461",55,7,20461,2003,2008,2013,0,3,"F",4213
"4233","55_7_20468",55,7,20468,2000,2005,2010,2016,4,"F",3241
"4234","55_7_20472",55,7,20472,2000,2005,2010,2016,4,"M",4123
"4235","55_7_20475",55,7,20475,2000,2005,2010,2016,4,"F",1342
"4236","55_7_20480",55,7,20480,2003,2008,2013,0,3,"F",3124
"4237","55_7_20484",55,7,20484,2000,2005,2010,2016,4,"F",4132
"4238","55_7_20492",55,7,20492,2000,2005,2010,2015,4,"F",3421
"4239","55_7_20494",55,7,20494,2003,2008,2013,0,3,"F",1234
"4240","55_7_20496",55,7,20496,2000,2005,2010,2016,4,"F",3214
"4241","55_7_20498",55,7,20498,2004,2009,2014,0,3,"F",2413
"4242","55_7_20506",55,7,20506,2001,2006,2011,2017,4,"F",3214
"4243","55_7_20513",55,7,20513,2004,2009,2015,0,3,"F",4312
"4244","55_7_20519",55,7,20519,2001,2006,2011,2017,4,"F",2413
"4245","55_7_20521",55,7,20521,2004,2009,2015,0,3,"F",4123
"4246","55_7_20522",55,7,20522,2004,2009,2015,0,3,"F",4132
"4247","55_7_20525",55,7,20525,2000,2005,2010,2015,4,"F",2341
"4248","55_7_20528",55,7,20528,2000,2005,2010,2015,4,"F",4231
"4249","55_7_20536",55,7,20536,2002,2007,2012,2019,4,"F",1423
"4250","55_7_20539",55,7,20539,2004,2009,2014,0,3,"F",1423
"4251","55_7_20542",55,7,20542,2001,2006,2011,2017,4,"F",2431
"4252","55_7_20543",55,7,20543,2002,2007,2012,2018,4,"M",3412
"4253","55_7_20544",55,7,20544,2002,2007,2012,2019,4,"F",1432
"4254","55_7_20554",55,7,20554,2004,2009,2014,0,3,"F",1342
"4255","55_7_20555",55,7,20555,2003,2008,2013,0,3,"F",1432
"4256","55_7_20567",55,7,20567,2000,2005,2010,2015,4,"F",3412
"4257","55_7_20569",55,7,20569,2002,2007,2012,2018,4,"F",2143
"4258","55_7_20570",55,7,20570,2004,2009,2015,0,3,"F",4132
"4259","55_7_20571",55,7,20571,2000,2005,2010,2016,4,"F",4213
"4260","55_7_20572",55,7,20572,2002,2007,2012,2019,4,"F",3241
"4261","55_7_20573",55,7,20573,2003,2008,2013,2019,4,"M",1243
"4262","55_7_20574",55,7,20574,2004,2009,2014,0,3,"F",2134
"4263","55_7_20575",55,7,20575,2002,2007,2012,2019,4,"F",4321
"4264","55_7_20583",55,7,20583,2003,2008,2013,2019,4,"F",4321
"4265","55_7_20596",55,7,20596,2004,2009,2014,0,3,"F",3124
"4266","55_7_20597",55,7,20597,2003,2008,2013,0,3,"F",4231
"4267","55_7_20598",55,7,20598,2001,2006,2011,2016,4,"F",4123
"4268","55_7_20601",55,7,20601,2001,2006,2011,2017,4,"F",3241
"4269","55_7_20604",55,7,20604,2000,2005,2010,2016,4,"F",3241
"4270","55_7_20606",55,7,20606,2000,2005,2010,2016,4,"F",4321
"4271","55_7_20608",55,7,20608,2000,2005,2010,2015,4,"F",4312
"4272","55_7_20609",55,7,20609,2000,2005,2010,2015,4,"F",3214
"4273","55_7_20610",55,7,20610,2000,2005,2010,2016,4,"F",2413
"4274","55_7_20611",55,7,20611,2000,2005,2010,2016,4,"F",2431
"4275","55_7_20618",55,7,20618,2000,2005,2010,2016,4,"F",2143
"4276","55_7_20619",55,7,20619,2000,2005,2010,2016,4,"M",3421
"4277","55_7_20620",55,7,20620,2000,2005,2010,2016,4,"F",3214
"4278","55_7_20621",55,7,20621,2000,2005,2010,2015,4,"F",1342
"4279","55_7_20622",55,7,20622,2000,2005,2010,2016,4,"F",2413
"4280","55_7_20631",55,7,20631,2000,2005,2010,2016,4,"F",1243
"4281","55_7_20632",55,7,20632,2000,2005,2010,2016,4,"F",1234
"4282","55_7_20634",55,7,20634,2000,2005,2010,2015,4,"F",4312
"4283","55_7_20635",55,7,20635,2000,2005,2010,2015,4,"F",3412
"4284","55_7_20636",55,7,20636,2001,2006,2011,2018,4,"F",3421
"4285","55_7_20637",55,7,20637,2001,2006,2011,2017,4,"F",4132
"4286","55_7_20638",55,7,20638,2001,2006,2011,2017,4,"F",4312
"4287","55_7_20639",55,7,20639,2001,2006,2011,2017,4,"F",1234
"4288","55_7_20640",55,7,20640,2001,2006,2011,2017,4,"M",3124
"4289","55_7_20641",55,7,20641,2001,2006,2011,2017,4,"F",2134
"4290","55_7_20643",55,7,20643,2001,2006,2011,2017,4,"F",1243
"4291","55_7_20644",55,7,20644,2001,2006,2011,2017,4,"F",2413
"4292","55_7_20645",55,7,20645,2001,2006,2011,2017,4,"F",3124
"4293","55_7_20646",55,7,20646,2001,2006,2011,2017,4,"F",4231
"4294","55_7_20647",55,7,20647,2001,2006,2011,2017,4,"M",1342
"4295","55_7_20648",55,7,20648,2001,2006,2011,2017,4,"F",3421
"4296","55_7_20649",55,7,20649,2001,2006,2011,2017,4,"F",1243
"4297","55_7_20650",55,7,20650,2001,2006,2011,2016,4,"F",3412
"4298","55_7_20652",55,7,20652,2001,2006,2011,2017,4,"F",4213
"4299","55_7_20654",55,7,20654,2001,2006,2011,2017,4,"F",2143
"4300","55_7_20655",55,7,20655,2001,2006,2011,2016,4,"F",3241
"4301","55_7_20656",55,7,20656,2001,2006,2011,2017,4,"M",2413
"4302","55_7_20657",55,7,20657,2001,2006,2011,2017,4,"F",4123
"4303","55_7_20681",55,7,20681,2002,2007,2012,2018,4,"M",1234
"4304","55_7_20682",55,7,20682,2002,2007,2012,2019,4,"F",3241
"4305","55_7_20683",55,7,20683,2002,2007,2012,2019,4,"F",2341
"4306","55_7_20684",55,7,20684,2002,2007,2012,2018,4,"F",4231
"4307","55_7_20685",55,7,20685,2002,2007,2012,2018,4,"F",2341
"4308","55_7_20686",55,7,20686,2002,2007,2012,2018,4,"F",4132
"4309","55_7_20688",55,7,20688,2002,2007,2012,2019,4,"F",2134
"4310","55_7_20689",55,7,20689,2002,2007,2012,2018,4,"F",2314
"4311","55_7_20692",55,7,20692,2002,2007,2012,2019,4,"F",4213
"4312","55_7_20693",55,7,20693,2002,2007,2012,2018,4,"F",4321
"4313","55_7_20695",55,7,20695,2002,2007,2012,2019,4,"F",1324
"4314","55_7_20696",55,7,20696,2002,2007,2012,2018,4,"F",3124
"4315","55_7_20698",55,7,20698,2002,2007,2012,2018,4,"F",4123
"4316","55_7_20699",55,7,20699,2002,2007,2012,2018,4,"F",4213
"4317","55_7_20702",55,7,20702,2002,2007,2012,2018,4,"F",1243
"4318","55_7_20703",55,7,20703,2003,2008,2013,0,3,"F",2143
"4319","55_7_20704",55,7,20704,2003,2008,2013,0,3,"F",1423
"4320","55_7_20705",55,7,20705,2003,2008,2013,2019,4,"F",4312
"4321","55_7_20706",55,7,20706,2003,2008,2013,0,3,"F",4321
"4322","55_7_20707",55,7,20707,2003,2008,2013,2019,4,"F",4132
"4323","55_7_20708",55,7,20708,2003,2008,2013,0,3,"F",2413
"4324","55_7_20709",55,7,20709,2003,2008,2013,0,3,"F",4132
"4325","55_7_20711",55,7,20711,2003,2008,2013,0,3,"F",3142
"4326","55_7_20712",55,7,20712,2003,2008,2013,0,3,"F",2413
"4327","55_7_20714",55,7,20714,2003,2008,2013,0,3,"F",3214
"4328","55_7_20715",55,7,20715,2003,2008,2013,0,3,"F",1342
"4329","55_7_20716",55,7,20716,2003,2008,2013,0,3,"F",1423
"4330","55_7_20717",55,7,20717,2003,2008,2013,0,3,"F",2143
"4331","55_7_20718",55,7,20718,2003,2008,2013,2019,4,"F",1324
"4332","55_7_20719",55,7,20719,2003,2008,2013,0,3,"M",4321
"4333","55_7_20721",55,7,20721,2003,2008,2013,2019,4,"F",4132
"4334","55_7_20741",55,7,20741,2001,2006,2011,2018,4,"F",1324
"4335","55_7_20742",55,7,20742,2004,2009,2014,0,3,"F",1342
"4336","55_7_20743",55,7,20743,2004,2009,2014,0,3,"F",3412
"4337","55_7_20745",55,7,20745,2004,2009,2015,0,3,"F",1423
"4338","55_7_20746",55,7,20746,2004,2009,2014,0,3,"F",2341
"4339","55_7_20747",55,7,20747,2004,2009,2015,0,3,"F",1324
"4340","55_7_20749",55,7,20749,2004,2009,2015,0,3,"F",1342
"4341","55_7_20750",55,7,20750,2004,2009,2015,0,3,"F",4123
"4342","55_7_20753",55,7,20753,2004,2009,2014,0,3,"F",1432
"4343","55_7_20755",55,7,20755,2004,2009,2015,0,3,"M",4123
"4344","55_7_20757",55,7,20757,2004,2009,2014,0,3,"F",1324
"4345","55_7_20758",55,7,20758,2004,2009,2015,0,3,"F",4123
"4346","55_7_20759",55,7,20759,2004,2009,2014,0,3,"F",3412
"4347","55_7_20760",55,7,20760,2004,2009,2015,0,3,"F",1432
"4348","55_7_20762",55,7,20762,2004,2009,2014,0,3,"M",4312
"4349","55_7_20763",55,7,20763,2004,2009,2015,0,3,"M",1243
"4350","55_7_20764",55,7,20764,2004,2009,2014,0,3,"F",1234
"4351","55_7_20765",55,7,20765,2004,2009,2014,0,3,"F",3214
"4352","55_7_20766",55,7,20766,2004,2009,2014,0,3,"F",3124
"4353","55_7_20788",55,7,20788,2004,2009,2014,0,3,"F",2314
"4354","55_7_29005",55,7,29005,2000,2005,2010,2016,4,"F",3241
"4355","55_7_29018",55,7,29018,2000,2005,2010,2016,4,"M",4123
"4356","55_7_29021",55,7,29021,2002,2007,2012,2019,4,"F",2134
"4357","55_7_29027",55,7,29027,2001,2006,2011,2017,4,"F",1324
"4358","55_7_29031",55,7,29031,2002,2007,2012,2018,4,"F",4231
"4359","55_7_29032",55,7,29032,2004,2009,2015,0,3,"F",1432
"4360","55_7_29036",55,7,29036,2002,2007,2012,2018,4,"F",1342
"4361","55_7_29038",55,7,29038,2004,2009,2015,0,3,"F",2134
"4362","55_7_29042",55,7,29042,2004,2009,2014,0,3,"F",2134
"4363","55_7_29043",55,7,29043,2004,2009,2014,0,3,"F",3214
"4364","55_7_29044",55,7,29044,2001,2006,2011,2018,4,"F",4123
"4365","55_7_29045",55,7,29045,2004,2009,2015,0,3,"F",4312
"4366","55_7_29051",55,7,29051,2003,2008,2013,0,3,"F",3421
"4367","55_7_29052",55,7,29052,2000,2005,2010,2015,4,"F",4321
"4368","55_7_29053",55,7,29053,2003,2008,2013,0,3,"F",1234
"4369","55_71_20017",55,71,20017,2000,2005,2010,2015,4,"M",1243
"4370","55_71_20023",55,71,20023,2001,2006,2011,2016,4,"F",4213
"4371","55_71_20063",55,71,20063,2004,2009,2014,0,3,"M",4123
"4372","55_71_20081",55,71,20081,2001,2006,2011,2017,4,"F",1432
"4373","55_71_20090",55,71,20090,2002,2007,2012,2018,4,"M",2413
"4374","55_71_20101",55,71,20101,2001,2006,2011,2017,4,"F",1234
"4375","55_71_20110",55,71,20110,2004,2009,2015,0,3,"F",2134
"4376","55_71_20116",55,71,20116,2000,2005,2010,2015,4,"M",4231
"4377","55_71_20120",55,71,20120,2004,2009,2014,0,3,"M",1234
"4378","55_71_20124",55,71,20124,2003,2008,2013,0,3,"F",3412
"4379","55_71_20160",55,71,20160,2001,2006,2011,2017,4,"F",4123
"4380","55_71_20162",55,71,20162,2001,2006,2011,2018,4,"F",1423
"4381","55_71_20166",55,71,20166,2000,2005,2010,2016,4,"M",3142
"4382","55_71_20174",55,71,20174,2001,2006,2011,2017,4,"F",4123
"4383","55_71_20329",55,71,20329,2000,2005,2010,2016,4,"F",2341
"4384","55_71_20339",55,71,20339,2000,2005,2010,2015,4,"F",4321
"4385","55_71_20340",55,71,20340,2000,2005,2010,2016,4,"F",4312
"4386","55_71_20347",55,71,20347,2001,2006,2011,2017,4,"F",3241
"4387","55_71_20349",55,71,20349,2001,2006,2011,2017,4,"F",2413
"4388","55_71_20350",55,71,20350,2001,2006,2011,2017,4,"F",4321
"4389","55_71_20353",55,71,20353,2001,2006,2011,2017,4,"M",1423
"4390","55_71_20362",55,71,20362,2001,2006,2011,2017,4,"M",1423
"4391","55_71_20369",55,71,20369,2002,2007,2012,2018,4,"F",1432
"4392","55_71_20373",55,71,20373,2002,2007,2012,2019,4,"M",2341
"4393","55_71_20378",55,71,20378,2003,2008,2013,0,3,"F",1243
"4394","55_71_20383",55,71,20383,2003,2008,2013,0,3,"M",4231
"4395","55_71_20384",55,71,20384,2003,2008,2013,0,3,"M",2134
"4396","55_71_20385",55,71,20385,2003,2008,2013,0,3,"F",3412
"4397","55_71_20402",55,71,20402,2004,2009,2014,0,3,"F",2314
"4398","55_71_20403",55,71,20403,2004,2009,2014,0,3,"F",1342
"4399","55_73_20011",55,73,20011,2004,2009,2014,0,3,"F",1324
"4400","55_73_20013",55,73,20013,2000,2005,2010,2016,4,"F",4231
"4401","55_73_20017",55,73,20017,2003,2008,2013,2019,4,"F",3214
"4402","55_73_20034",55,73,20034,2003,2008,2013,0,3,"M",4123
"4403","55_73_20053",55,73,20053,2001,2006,2011,2017,4,"F",2134
"4404","55_73_20062",55,73,20062,2003,2008,2013,0,3,"M",4312
"4405","55_73_20072",55,73,20072,2003,2008,2013,0,3,"F",4231
"4406","55_73_20074",55,73,20074,2004,2009,2015,0,3,"F",1423
"4407","55_73_20075",55,73,20075,2003,2008,2013,2019,4,"M",4231
"4408","55_73_20083",55,73,20083,2004,2009,2014,0,3,"F",2134
"4409","55_73_20094",55,73,20094,2001,2006,2011,2017,4,"M",2143
"4410","55_73_20102",55,73,20102,2003,2008,2013,0,3,"F",4321
"4411","55_73_20105",55,73,20105,2000,2005,2010,2016,4,"F",3412
"4412","55_73_20110",55,73,20110,2000,2005,2010,2016,4,"F",3142
"4413","55_73_20116",55,73,20116,2002,2007,2012,2018,4,"F",3241
"4414","55_73_20120",55,73,20120,2001,2006,2011,2017,4,"M",3412
"4415","55_73_20125",55,73,20125,2000,2005,2010,2015,4,"F",4231
"4416","55_73_20126",55,73,20126,2000,2005,2010,2015,4,"M",1432
"4417","55_73_20129",55,73,20129,2003,2008,2013,0,3,"F",3142
"4418","55_73_20135",55,73,20135,2004,2009,2015,0,3,"F",3412
"4419","55_73_20148",55,73,20148,2002,2007,2012,2019,4,"F",3142
"4420","55_73_20161",55,73,20161,2001,2006,2011,2017,4,"F",4132
"4421","55_73_20162",55,73,20162,2000,2005,2010,2016,4,"M",3412
"4422","55_73_20166",55,73,20166,2002,2007,2012,2019,4,"F",3241
"4423","55_73_20171",55,73,20171,2002,2007,2012,2018,4,"F",3421
"4424","55_73_20174",55,73,20174,2000,2005,2010,2015,4,"F",3124
"4425","55_73_20175",55,73,20175,2002,2007,2012,2019,4,"F",4312
"4426","55_73_20183",55,73,20183,2004,2009,2014,0,3,"F",4231
"4427","55_73_20191",55,73,20191,2002,2007,2012,2019,4,"F",1234
"4428","55_73_20196",55,73,20196,2001,2006,2011,2017,4,"M",4312
"4429","55_73_20201",55,73,20201,2001,2006,2011,2018,4,"M",1432
"4430","55_73_20203",55,73,20203,2001,2006,2011,2017,4,"M",4132
"4431","55_73_20233",55,73,20233,2000,2005,2010,2015,4,"F",1324
"4432","55_73_20242",55,73,20242,2000,2005,2010,2016,4,"F",4231
"4433","55_73_20247",55,73,20247,2003,2008,2013,2019,4,"M",1423
"4434","55_73_20248",55,73,20248,2000,2005,2010,2015,4,"F",4231
"4435","55_73_20254",55,73,20254,2002,2007,2012,2018,4,"M",2431
"4436","55_73_20272",55,73,20272,2001,2006,2011,2018,4,"M",2431
"4437","55_73_20275",55,73,20275,2004,2009,2015,0,3,"M",4123
"4438","55_73_20281",55,73,20281,2003,2008,2013,2019,4,"M",2431
"4439","55_73_20287",55,73,20287,2000,2005,2010,2016,4,"M",4132
"4440","55_73_20290",55,73,20290,2000,2005,2010,2016,4,"F",3412
"4441","55_73_20296",55,73,20296,2000,2005,2010,2016,4,"F",3124
"4442","55_73_20300",55,73,20300,2001,2006,2011,2017,4,"M",4213
"4443","55_73_20306",55,73,20306,2002,2007,2012,2019,4,"F",3142
"4444","55_73_20307",55,73,20307,2004,2009,2014,0,3,"F",4231
"4445","55_73_20332",55,73,20332,2001,2006,2011,2017,4,"F",4213
"4446","55_73_20335",55,73,20335,2004,2009,2014,0,3,"F",1234
"4447","55_73_20343",55,73,20343,2004,2009,2014,0,3,"F",1423
"4448","55_73_20356",55,73,20356,2000,2005,2010,2016,4,"F",2341
"4449","55_73_20358",55,73,20358,2002,2007,2012,2018,4,"M",4132
"4450","55_73_20362",55,73,20362,2000,2005,2010,2016,4,"F",3124
"4451","55_73_20375",55,73,20375,2000,2005,2010,2016,4,"M",1432
"4452","55_73_20383",55,73,20383,2002,2007,2012,2019,4,"F",1324
"4453","55_73_20388",55,73,20388,2003,2008,2013,0,3,"F",3124
"4454","55_73_20389",55,73,20389,2000,2005,2010,2015,4,"M",1243
"4455","55_73_20400",55,73,20400,2002,2007,2012,2018,4,"F",4132
"4456","55_73_20406",55,73,20406,2001,2006,2011,2017,4,"M",1234
"4457","55_73_20408",55,73,20408,2002,2007,2012,2018,4,"F",3142
"4458","55_73_20409",55,73,20409,2000,2005,2010,2016,4,"M",2134
"4459","55_73_20413",55,73,20413,2004,2009,2014,0,3,"F",3214
"4460","55_73_20416",55,73,20416,2002,2007,2012,2018,4,"F",3412
"4461","55_73_20441",55,73,20441,2002,2007,2012,2018,4,"F",3421
"4462","55_73_20452",55,73,20452,2002,2007,2012,2018,4,"F",1423
"4463","55_73_20463",55,73,20463,2000,2005,2010,2016,4,"M",2143
"4464","55_73_20477",55,73,20477,2001,2006,2011,2018,4,"F",3214
"4465","55_73_20486",55,73,20486,2000,2005,2010,2015,4,"F",1432
"4466","55_73_20492",55,73,20492,2001,2006,2011,2017,4,"M",1324
"4467","55_73_20493",55,73,20493,2000,2005,2010,2016,4,"M",3214
"4468","55_73_20497",55,73,20497,2002,2007,2012,2019,4,"F",2413
"4469","55_73_20502",55,73,20502,2003,2008,2013,0,3,"F",2134
"4470","55_73_20503",55,73,20503,2001,2006,2011,2017,4,"F",4231
"4471","55_73_20508",55,73,20508,2001,2006,2011,2017,4,"F",1243
"4472","55_73_20518",55,73,20518,2004,2009,2014,0,3,"F",4231
"4473","55_73_20526",55,73,20526,2004,2009,2015,0,3,"M",2143
"4474","55_73_20527",55,73,20527,2000,2005,2010,2016,4,"F",1423
"4475","55_73_20530",55,73,20530,2000,2005,2010,2015,4,"F",2134
"4476","55_73_20538",55,73,20538,2003,2008,2013,2019,4,"F",1234
"4477","55_73_20543",55,73,20543,2003,2008,2013,0,3,"F",1243
"4478","55_73_20549",55,73,20549,2004,2009,2015,0,3,"M",4132
"4479","55_73_20556",55,73,20556,2001,2006,2011,2017,4,"M",4321
"4480","55_73_20557",55,73,20557,2001,2006,2011,2017,4,"M",2431
"4481","55_73_20560",55,73,20560,2003,2008,2013,2019,4,"M",1234
"4482","55_73_20568",55,73,20568,2003,2008,2013,0,3,"F",3214
"4483","55_73_20571",55,73,20571,2002,2007,2012,2018,4,"F",4123
"4484","55_73_20577",55,73,20577,2004,2009,2015,0,3,"M",4312
"4485","55_73_20584",55,73,20584,2001,2006,2011,2016,4,"M",3142
"4486","55_73_20585",55,73,20585,2002,2007,2012,2019,4,"M",3124
"4487","55_73_20589",55,73,20589,2002,2007,2012,2018,4,"F",3214
"4488","55_73_20598",55,73,20598,2001,2006,2011,2017,4,"M",2431
"4489","55_73_20604",55,73,20604,2002,2007,2012,2018,4,"M",3421
"4490","55_73_20605",55,73,20605,2001,2006,2011,2017,4,"F",1342
"4491","55_73_20620",55,73,20620,2003,2008,2013,2019,4,"F",3214
"4492","55_73_20621",55,73,20621,2004,2009,2014,0,3,"M",1432
"4493","55_73_20622",55,73,20622,2002,2007,2012,2019,4,"M",4213
"4494","55_73_20630",55,73,20630,2004,2009,2014,0,3,"F",4312
"4495","55_73_20631",55,73,20631,2002,2007,2012,2018,4,"F",1423
"4496","55_73_20632",55,73,20632,2000,2005,2010,2015,4,"F",4312
"4497","55_73_20633",55,73,20633,2000,2005,2010,2015,4,"F",3124
"4498","55_73_20637",55,73,20637,2002,2007,2012,2019,4,"M",1342
"4499","55_73_20638",55,73,20638,2004,2009,2015,0,3,"M",2134
"4500","55_73_20641",55,73,20641,2000,2005,2010,2015,4,"F",4132
"4501","55_73_20643",55,73,20643,2000,2005,2010,2016,4,"F",1324
"4502","55_73_20645",55,73,20645,2000,2005,2010,2015,4,"F",1342
"4503","55_73_20646",55,73,20646,2000,2005,2010,2016,4,"M",3142
"4504","55_73_20648",55,73,20648,2000,2005,2010,2016,4,"F",4132
"4505","55_73_20656",55,73,20656,2000,2005,2010,2016,4,"F",1342
"4506","55_73_20662",55,73,20662,2000,2005,2010,2016,4,"F",3241
"4507","55_73_20665",55,73,20665,2000,2005,2010,2016,4,"F",1234
"4508","55_73_20667",55,73,20667,2001,2006,2011,2017,4,"F",4312
"4509","55_73_20669",55,73,20669,2001,2006,2011,2017,4,"M",4231
"4510","55_73_20671",55,73,20671,2001,2006,2011,2017,4,"F",2413
"4511","55_73_20674",55,73,20674,2001,2006,2011,2017,4,"F",2134
"4512","55_73_20677",55,73,20677,2001,2006,2011,2018,4,"F",2413
"4513","55_73_20681",55,73,20681,2001,2006,2011,2017,4,"F",1243
"4514","55_73_20684",55,73,20684,2001,2006,2011,2018,4,"M",3214
"4515","55_73_20686",55,73,20686,2001,2006,2011,2017,4,"M",3142
"4516","55_73_20687",55,73,20687,2001,2006,2011,2017,4,"F",2134
"4517","55_73_20689",55,73,20689,2001,2006,2011,2017,4,"F",1432
"4518","55_73_20691",55,73,20691,2001,2006,2011,2017,4,"F",1234
"4519","55_73_20719",55,73,20719,2002,2007,2012,2019,4,"F",4132
"4520","55_73_20723",55,73,20723,2002,2007,2012,2018,4,"F",2134
"4521","55_73_20727",55,73,20727,2002,2007,2012,2018,4,"M",3412
"4522","55_73_20730",55,73,20730,2002,2007,2012,2018,4,"M",1432
"4523","55_73_20732",55,73,20732,2002,2007,2012,2018,4,"M",4123
"4524","55_73_20734",55,73,20734,2002,2007,2012,2018,4,"M",3142
"4525","55_73_20735",55,73,20735,2002,2007,2012,2019,4,"F",4213
"4526","55_73_20737",55,73,20737,2002,2007,2012,2019,4,"F",1243
"4527","55_73_20742",55,73,20742,2003,2008,2013,0,3,"F",4231
"4528","55_73_20743",55,73,20743,2003,2008,2013,0,3,"F",4213
"4529","55_73_20750",55,73,20750,2003,2008,2013,0,3,"M",2341
"4530","55_73_20752",55,73,20752,2003,2008,2013,0,3,"M",2431
"4531","55_73_20753",55,73,20753,2003,2008,2013,0,3,"F",1324
"4532","55_73_20754",55,73,20754,2003,2008,2013,0,3,"F",1324
"4533","55_73_20759",55,73,20759,2003,2008,2013,0,3,"F",1243
"4534","55_73_20760",55,73,20760,2003,2008,2013,2019,4,"M",1423
"4535","55_73_20761",55,73,20761,2003,2008,2013,2019,4,"F",3421
"4536","55_73_20762",55,73,20762,2003,2008,2013,2019,4,"M",1423
"4537","55_73_20766",55,73,20766,2003,2008,2013,2019,4,"F",1342
"4538","55_73_20797",55,73,20797,2004,2009,2015,0,3,"M",1342
"4539","55_73_20802",55,73,20802,2004,2009,2014,0,3,"F",4231
"4540","55_73_20803",55,73,20803,2004,2009,2014,0,3,"M",2143
"4541","55_73_20804",55,73,20804,2004,2009,2014,0,3,"F",3421
"4542","55_73_20805",55,73,20805,2004,2009,2015,0,3,"F",3214
"4543","55_73_20807",55,73,20807,2004,2009,2014,0,3,"M",2143
"4544","55_73_20808",55,73,20808,2004,2009,2014,0,3,"F",4231
"4545","55_73_20812",55,73,20812,2004,2009,2015,0,3,"F",4312
"4546","55_73_20813",55,73,20813,2004,2009,2014,0,3,"F",1234
"4547","55_73_20814",55,73,20814,2004,2009,2015,0,3,"F",2143
"4548","55_73_20815",55,73,20815,2004,2009,2015,0,3,"F",3214
"4549","55_75_10780",55,75,10780,2004,2009,2014,0,3,"F",2134
"4550","55_75_20005",55,75,20005,2004,2009,2014,0,3,"F",2134
"4551","55_75_20010",55,75,20010,2001,2006,2011,2017,4,"M",2413
"4552","55_75_20013",55,75,20013,2004,2009,2015,0,3,"F",1342
"4553","55_75_20014",55,75,20014,2002,2007,2012,2019,4,"F",1432
"4554","55_75_20018",55,75,20018,2002,2007,2012,2018,4,"F",1342
"4555","55_75_20020",55,75,20020,2000,2005,2010,2015,4,"F",4312
"4556","55_75_20026",55,75,20026,2001,2006,2011,2016,4,"F",2134
"4557","55_75_20029",55,75,20029,2002,2007,2012,2018,4,"F",3142
"4558","55_75_20030",55,75,20030,2001,2006,2011,2017,4,"F",1432
