...1,KEY,STATECD,COUNTYCD,PLOT,t0,t1,t2,t3,N_REM,CONDITION,subplot_list,SUBKEY
4148,55_7_20167,55,7,20167,2000,2005,2010,2016,4,F,3124,55_7_20167_2000_3
4149,55_7_20171,55,7,20171,2000,2005,2010,2015,4,F,4312,55_7_20171_2000_4
4150,55_7_20181,55,7,20181,2002,2007,2012,2018,4,F,2143,55_7_20181_2002_2
4151,55_7_20182,55,7,20182,2001,2006,2011,2017,4,F,3142,55_7_20182_2001_3
4152,55_7_20198,55,7,20198,2002,2007,2012,2018,4,F,4213,55_7_20198_2002_4
4153,55_7_20203,55,7,20203,2000,2005,2010,2015,4,M,3214,55_7_20203_2000_3
4154,55_7_20205,55,7,20205,2001,2006,2011,2018,4,F,1342,55_7_20205_2001_1
4155,55_7_20207,55,7,20207,2003,2008,2013,0,3,F,1342,55_7_20207_2003_1
4156,55_7_20217,55,7,20217,2002,2007,2012,2018,4,F,3421,55_7_20217_2002_3
4157,55_7_20219,55,7,20219,2002,2007,2012,2018,4,M,4312,55_7_20219_2002_4
4158,55_7_20220,55,7,20220,2000,2005,2010,2016,4,F,4123,55_7_20220_2000_4
4159,55_7_20224,55,7,20224,2001,2006,2011,2017,4,F,2431,55_7_20224_2001_2
4160,55_7_20226,55,7,20226,2004,2009,2015,0,3,F,3241,55_7_20226_2004_3
4161,55_7_20234,55,7,20234,2001,2006,2011,2017,4,F,3421,55_7_20234_2001_3
4162,55_7_20241,55,7,20241,2001,2006,2011,2018,4,F,1423,55_7_20241_2001_1
4163,55_7_20242,55,7,20242,2004,2009,2014,0,3,F,2341,55_7_20242_2004_2
4164,55_7_20247,55,7,20247,2002,2007,2012,2018,4,F,2143,55_7_20247_2002_2
4166,55_7_20255,55,7,20255,2000,2005,2010,2016,4,M,3241,55_7_20255_2000_3
4167,55_7_20256,55,7,20256,2003,2008,2013,0,3,F,1243,55_7_20256_2003_1
4168,55_7_20257,55,7,20257,2003,2008,2013,2019,4,F,4213,55_7_20257_2003_4
4170,55_7_20265,55,7,20265,2003,2008,2013,0,3,F,4312,55_7_20265_2003_4
4171,55_7_20266,55,7,20266,2002,2007,2012,2019,4,F,3421,55_7_20266_2002_3
4172,55_7_20268,55,7,20268,2004,2009,2014,0,3,F,4123,55_7_20268_2004_4
4173,55_7_20270,55,7,20270,2001,2006,2011,2017,4,F,3241,55_7_20270_2001_3
4174,55_7_20274,55,7,20274,2004,2009,2014,0,3,F,1243,55_7_20274_2004_1
4175,55_7_20275,55,7,20275,2001,2006,2011,2017,4,F,3124,55_7_20275_2001_3
4176,55_7_20278,55,7,20278,2000,2005,2010,2015,4,F,4312,55_7_20278_2000_4
4177,55_7_20281,55,7,20281,2003,2008,2013,2019,4,F,3412,55_7_20281_2003_3
4178,55_7_20283,55,7,20283,2002,2007,2012,2019,4,F,4321,55_7_20283_2002_4
4179,55_7_20286,55,7,20286,2002,2007,2012,2018,4,F,1432,55_7_20286_2002_1
4180,55_7_20287,55,7,20287,2004,2009,2014,0,3,F,3124,55_7_20287_2004_3
4181,55_7_20290,55,7,20290,2004,2009,2014,0,3,F,3214,55_7_20290_2004_3
4182,55_7_20293,55,7,20293,2001,2006,2011,2017,4,M,3421,55_7_20293_2001_3
4183,55_7_20294,55,7,20294,2002,2007,2012,2018,4,F,4231,55_7_20294_2002_4
4185,55_7_20303,55,7,20303,2000,2005,2010,2015,4,M,4321,55_7_20303_2000_4
4186,55_7_20310,55,7,20310,2002,2007,2012,2018,4,M,3241,55_7_20310_2002_3
4187,55_7_20314,55,7,20314,2004,2009,2014,0,3,F,3421,55_7_20314_2004_3
4188,55_7_20320,55,7,20320,2002,2007,2012,2018,4,F,3142,55_7_20320_2002_3
4189,55_7_20322,55,7,20322,2001,2006,2011,2017,4,F,1432,55_7_20322_2001_1
4190,55_7_20326,55,7,20326,2001,2006,2011,2017,4,F,4213,55_7_20326_2001_4
4191,55_7_20328,55,7,20328,2003,2008,2013,0,3,M,4321,55_7_20328_2003_4
4192,55_7_20330,55,7,20330,2002,2007,2012,2018,4,F,2413,55_7_20330_2002_2
4194,55_7_20333,55,7,20333,2003,2008,2013,2019,4,F,2314,55_7_20333_2003_2
4195,55_7_20336,55,7,20336,2000,2005,2010,2015,4,F,1324,55_7_20336_2000_1
4196,55_7_20344,55,7,20344,2003,2008,2013,0,3,F,4123,55_7_20344_2003_4
4197,55_7_20352,55,7,20352,2002,2007,2012,2019,4,F,1234,55_7_20352_2002_1
4198,55_7_20356,55,7,20356,2002,2007,2012,2018,4,F,4132,55_7_20356_2002_4
4199,55_7_20358,55,7,20358,2002,2007,2012,2018,4,F,2134,55_7_20358_2002_2
4200,55_7_20359,55,7,20359,2003,2008,2013,0,3,F,4231,55_7_20359_2003_4
4201,55_7_20361,55,7,20361,2002,2007,2012,2019,4,F,3412,55_7_20361_2002_3
4202,55_7_20369,55,7,20369,2003,2008,2013,2019,4,M,4132,55_7_20369_2003_4
4203,55_7_20377,55,7,20377,2000,2005,2010,2015,4,M,4312,55_7_20377_2000_4
4204,55_7_20380,55,7,20380,2000,2005,2010,2015,4,F,3142,55_7_20380_2000_3
4205,55_7_20381,55,7,20381,2001,2006,2011,2016,4,F,4321,55_7_20381_2001_4
4206,55_7_20382,55,7,20382,2003,2008,2013,0,3,F,3412,55_7_20382_2003_3
4207,55_7_20391,55,7,20391,2000,2005,2010,2016,4,F,3241,55_7_20391_2000_3
4208,55_7_20392,55,7,20392,2001,2006,2011,2017,4,F,2143,55_7_20392_2001_2
4209,55_7_20393,55,7,20393,2002,2007,2012,2019,4,F,1234,55_7_20393_2002_1
4210,55_7_20395,55,7,20395,2004,2009,2014,0,3,F,4132,55_7_20395_2004_4
4211,55_7_20396,55,7,20396,2002,2007,2012,2019,4,F,1243,55_7_20396_2002_1
4213,55_7_20401,55,7,20401,2001,2006,2011,2018,4,F,1432,55_7_20401_2001_1
4214,55_7_20403,55,7,20403,2004,2009,2014,0,3,F,4213,55_7_20403_2004_4
4215,55_7_20409,55,7,20409,2004,2009,2014,0,3,F,1234,55_7_20409_2004_1
4216,55_7_20411,55,7,20411,2001,2006,2011,2018,4,F,1432,55_7_20411_2001_1
4217,55_7_20414,55,7,20414,2003,2008,2013,0,3,F,4231,55_7_20414_2003_4
4218,55_7_20418,55,7,20418,2003,2008,2013,0,3,F,1432,55_7_20418_2003_1
4219,55_7_20424,55,7,20424,2004,2009,2014,0,3,F,1432,55_7_20424_2004_1
4220,55_7_20431,55,7,20431,2001,2006,2011,2017,4,F,4231,55_7_20431_2001_4
4221,55_7_20434,55,7,20434,2000,2005,2010,2015,4,F,1342,55_7_20434_2000_1
4222,55_7_20438,55,7,20438,2000,2005,2010,2015,4,F,4123,55_7_20438_2000_4
4223,55_7_20440,55,7,20440,2004,2009,2014,0,3,F,1432,55_7_20440_2004_1
4224,55_7_20441,55,7,20441,2004,2009,2014,0,3,F,3421,55_7_20441_2004_3
4225,55_7_20444,55,7,20444,2001,2006,2011,2017,4,F,4321,55_7_20444_2001_4
4226,55_7_20445,55,7,20445,2001,2006,2011,2017,4,F,2134,55_7_20445_2001_2
4227,55_7_20447,55,7,20447,2001,2006,2011,2017,4,F,1234,55_7_20447_2001_1
4228,55_7_20451,55,7,20451,2000,2005,2010,2016,4,F,2314,55_7_20451_2000_2
4229,55_7_20452,55,7,20452,2000,2005,2010,2015,4,F,3241,55_7_20452_2000_3
4230,55_7_20453,55,7,20453,2001,2006,2011,2017,4,F,4123,55_7_20453_2001_4
4231,55_7_20455,55,7,20455,2004,2009,2014,0,3,M,4132,55_7_20455_2004_4
4232,55_7_20461,55,7,20461,2003,2008,2013,0,3,F,4213,55_7_20461_2003_4
4233,55_7_20468,55,7,20468,2000,2005,2010,2016,4,F,3241,55_7_20468_2000_3
4234,55_7_20472,55,7,20472,2000,2005,2010,2016,4,M,4123,55_7_20472_2000_4
4235,55_7_20475,55,7,20475,2000,2005,2010,2016,4,F,1342,55_7_20475_2000_1
4236,55_7_20480,55,7,20480,2003,2008,2013,0,3,F,3124,55_7_20480_2003_3
4237,55_7_20484,55,7,20484,2000,2005,2010,2016,4,F,4132,55_7_20484_2000_4
4238,55_7_20492,55,7,20492,2000,2005,2010,2015,4,F,3421,55_7_20492_2000_3
4239,55_7_20494,55,7,20494,2003,2008,2013,0,3,F,1234,55_7_20494_2003_1
4240,55_7_20496,55,7,20496,2000,2005,2010,2016,4,F,3214,55_7_20496_2000_3
4241,55_7_20498,55,7,20498,2004,2009,2014,0,3,F,2413,55_7_20498_2004_2
4242,55_7_20506,55,7,20506,2001,2006,2011,2017,4,F,3214,55_7_20506_2001_3
4244,55_7_20519,55,7,20519,2001,2006,2011,2017,4,F,2413,55_7_20519_2001_2
4245,55_7_20521,55,7,20521,2004,2009,2015,0,3,F,4123,55_7_20521_2004_4
4246,55_7_20522,55,7,20522,2004,2009,2015,0,3,F,4132,55_7_20522_2004_4
4247,55_7_20525,55,7,20525,2000,2005,2010,2015,4,F,2341,55_7_20525_2000_2
4248,55_7_20528,55,7,20528,2000,2005,2010,2015,4,F,4231,55_7_20528_2000_4
4249,55_7_20536,55,7,20536,2002,2007,2012,2019,4,F,1423,55_7_20536_2002_1
4250,55_7_20539,55,7,20539,2004,2009,2014,0,3,F,1423,55_7_20539_2004_1
4251,55_7_20542,55,7,20542,2001,2006,2011,2017,4,F,2431,55_7_20542_2001_2
4252,55_7_20543,55,7,20543,2002,2007,2012,2018,4,M,3412,55_7_20543_2002_3
4253,55_7_20544,55,7,20544,2002,2007,2012,2019,4,F,1432,55_7_20544_2002_1
4254,55_7_20554,55,7,20554,2004,2009,2014,0,3,F,1342,55_7_20554_2004_1
4255,55_7_20555,55,7,20555,2003,2008,2013,0,3,F,1432,55_7_20555_2003_1
4256,55_7_20567,55,7,20567,2000,2005,2010,2015,4,F,3412,55_7_20567_2000_3
4257,55_7_20569,55,7,20569,2002,2007,2012,2018,4,F,2143,55_7_20569_2002_2
4258,55_7_20570,55,7,20570,2004,2009,2015,0,3,F,4132,55_7_20570_2004_4
4259,55_7_20571,55,7,20571,2000,2005,2010,2016,4,F,4213,55_7_20571_2000_4
4260,55_7_20572,55,7,20572,2002,2007,2012,2019,4,F,3241,55_7_20572_2002_3
4261,55_7_20573,55,7,20573,2003,2008,2013,2019,4,M,1243,55_7_20573_2003_1
4262,55_7_20574,55,7,20574,2004,2009,2014,0,3,F,2134,55_7_20574_2004_2
4263,55_7_20575,55,7,20575,2002,2007,2012,2019,4,F,4321,55_7_20575_2002_4
4264,55_7_20583,55,7,20583,2003,2008,2013,2019,4,F,4321,55_7_20583_2003_4
4265,55_7_20596,55,7,20596,2004,2009,2014,0,3,F,3124,55_7_20596_2004_3
4266,55_7_20597,55,7,20597,2003,2008,2013,0,3,F,4231,55_7_20597_2003_4
4267,55_7_20598,55,7,20598,2001,2006,2011,2016,4,F,4123,55_7_20598_2001_4
4268,55_7_20601,55,7,20601,2001,2006,2011,2017,4,F,3241,55_7_20601_2001_3
4269,55_7_20604,55,7,20604,2000,2005,2010,2016,4,F,3241,55_7_20604_2000_3
4270,55_7_20606,55,7,20606,2000,2005,2010,2016,4,F,4321,55_7_20606_2000_4
4271,55_7_20608,55,7,20608,2000,2005,2010,2015,4,F,4312,55_7_20608_2000_4
4272,55_7_20609,55,7,20609,2000,2005,2010,2015,4,F,3214,55_7_20609_2000_3
4273,55_7_20610,55,7,20610,2000,2005,2010,2016,4,F,2413,55_7_20610_2000_2
4274,55_7_20611,55,7,20611,2000,2005,2010,2016,4,F,2431,55_7_20611_2000_2
4275,55_7_20618,55,7,20618,2000,2005,2010,2016,4,F,2143,55_7_20618_2000_2
4276,55_7_20619,55,7,20619,2000,2005,2010,2016,4,M,3421,55_7_20619_2000_3
4277,55_7_20620,55,7,20620,2000,2005,2010,2016,4,F,3214,55_7_20620_2000_3
4278,55_7_20621,55,7,20621,2000,2005,2010,2015,4,F,1342,55_7_20621_2000_1
4279,55_7_20622,55,7,20622,2000,2005,2010,2016,4,F,2413,55_7_20622_2000_2
4281,55_7_20632,55,7,20632,2000,2005,2010,2016,4,F,1234,55_7_20632_2000_1
4282,55_7_20634,55,7,20634,2000,2005,2010,2015,4,F,4312,55_7_20634_2000_4
4283,55_7_20635,55,7,20635,2000,2005,2010,2015,4,F,3412,55_7_20635_2000_3
4284,55_7_20636,55,7,20636,2001,2006,2011,2018,4,F,3421,55_7_20636_2001_3
4285,55_7_20637,55,7,20637,2001,2006,2011,2017,4,F,4132,55_7_20637_2001_4
4286,55_7_20638,55,7,20638,2001,2006,2011,2017,4,F,4312,55_7_20638_2001_4
4287,55_7_20639,55,7,20639,2001,2006,2011,2017,4,F,1234,55_7_20639_2001_1
4288,55_7_20640,55,7,20640,2001,2006,2011,2017,4,M,3124,55_7_20640_2001_3
4289,55_7_20641,55,7,20641,2001,2006,2011,2017,4,F,2134,55_7_20641_2001_2
4290,55_7_20643,55,7,20643,2001,2006,2011,2017,4,F,1243,55_7_20643_2001_1
4291,55_7_20644,55,7,20644,2001,2006,2011,2017,4,F,2413,55_7_20644_2001_2
4292,55_7_20645,55,7,20645,2001,2006,2011,2017,4,F,3124,55_7_20645_2001_3
4293,55_7_20646,55,7,20646,2001,2006,2011,2017,4,F,4231,55_7_20646_2001_4
4295,55_7_20648,55,7,20648,2001,2006,2011,2017,4,F,3421,55_7_20648_2001_3
4296,55_7_20649,55,7,20649,2001,2006,2011,2017,4,F,1243,55_7_20649_2001_1
4297,55_7_20650,55,7,20650,2001,2006,2011,2016,4,F,3412,55_7_20650_2001_3
4298,55_7_20652,55,7,20652,2001,2006,2011,2017,4,F,4213,55_7_20652_2001_4
4299,55_7_20654,55,7,20654,2001,2006,2011,2017,4,F,2143,55_7_20654_2001_2
4300,55_7_20655,55,7,20655,2001,2006,2011,2016,4,F,3241,55_7_20655_2001_3
4301,55_7_20656,55,7,20656,2001,2006,2011,2017,4,M,2413,55_7_20656_2001_2
4302,55_7_20657,55,7,20657,2001,2006,2011,2017,4,F,4123,55_7_20657_2001_4
4303,55_7_20681,55,7,20681,2002,2007,2012,2018,4,M,1234,55_7_20681_2002_1
4304,55_7_20682,55,7,20682,2002,2007,2012,2019,4,F,3241,55_7_20682_2002_3
4305,55_7_20683,55,7,20683,2002,2007,2012,2019,4,F,2341,55_7_20683_2002_2
4306,55_7_20684,55,7,20684,2002,2007,2012,2018,4,F,4231,55_7_20684_2002_4
4307,55_7_20685,55,7,20685,2002,2007,2012,2018,4,F,2341,55_7_20685_2002_2
4308,55_7_20686,55,7,20686,2002,2007,2012,2018,4,F,4132,55_7_20686_2002_4
4310,55_7_20689,55,7,20689,2002,2007,2012,2018,4,F,2314,55_7_20689_2002_2
4311,55_7_20692,55,7,20692,2002,2007,2012,2019,4,F,4213,55_7_20692_2002_4
4312,55_7_20693,55,7,20693,2002,2007,2012,2018,4,F,4321,55_7_20693_2002_4
4313,55_7_20695,55,7,20695,2002,2007,2012,2019,4,F,1324,55_7_20695_2002_1
4314,55_7_20696,55,7,20696,2002,2007,2012,2018,4,F,3124,55_7_20696_2002_3
4315,55_7_20698,55,7,20698,2002,2007,2012,2018,4,F,4123,55_7_20698_2002_4
4316,55_7_20699,55,7,20699,2002,2007,2012,2018,4,F,4213,55_7_20699_2002_4
4317,55_7_20702,55,7,20702,2002,2007,2012,2018,4,F,1243,55_7_20702_2002_1
4318,55_7_20703,55,7,20703,2003,2008,2013,0,3,F,2143,55_7_20703_2003_2
4319,55_7_20704,55,7,20704,2003,2008,2013,0,3,F,1423,55_7_20704_2003_1
4320,55_7_20705,55,7,20705,2003,2008,2013,2019,4,F,4312,55_7_20705_2003_4
4321,55_7_20706,55,7,20706,2003,2008,2013,0,3,F,4321,55_7_20706_2003_4
4322,55_7_20707,55,7,20707,2003,2008,2013,2019,4,F,4132,55_7_20707_2003_4
4323,55_7_20708,55,7,20708,2003,2008,2013,0,3,F,2413,55_7_20708_2003_2
4324,55_7_20709,55,7,20709,2003,2008,2013,0,3,F,4132,55_7_20709_2003_4
4325,55_7_20711,55,7,20711,2003,2008,2013,0,3,F,3142,55_7_20711_2003_3
4326,55_7_20712,55,7,20712,2003,2008,2013,0,3,F,2413,55_7_20712_2003_2
4327,55_7_20714,55,7,20714,2003,2008,2013,0,3,F,3214,55_7_20714_2003_3
4328,55_7_20715,55,7,20715,2003,2008,2013,0,3,F,1342,55_7_20715_2003_1
4329,55_7_20716,55,7,20716,2003,2008,2013,0,3,F,1423,55_7_20716_2003_1
4330,55_7_20717,55,7,20717,2003,2008,2013,0,3,F,2143,55_7_20717_2003_2
4331,55_7_20718,55,7,20718,2003,2008,2013,2019,4,F,1324,55_7_20718_2003_1
4333,55_7_20721,55,7,20721,2003,2008,2013,2019,4,F,4132,55_7_20721_2003_4
4334,55_7_20741,55,7,20741,2001,2006,2011,2018,4,F,1324,55_7_20741_2001_1
4335,55_7_20742,55,7,20742,2004,2009,2014,0,3,F,1342,55_7_20742_2004_1
4336,55_7_20743,55,7,20743,2004,2009,2014,0,3,F,3412,55_7_20743_2004_3
4337,55_7_20745,55,7,20745,2004,2009,2015,0,3,F,1423,55_7_20745_2004_1
4338,55_7_20746,55,7,20746,2004,2009,2014,0,3,F,2341,55_7_20746_2004_2
4339,55_7_20747,55,7,20747,2004,2009,2015,0,3,F,1324,55_7_20747_2004_1
4341,55_7_20750,55,7,20750,2004,2009,2015,0,3,F,4123,55_7_20750_2004_4
4342,55_7_20753,55,7,20753,2004,2009,2014,0,3,F,1432,55_7_20753_2004_1
4343,55_7_20755,55,7,20755,2004,2009,2015,0,3,M,4123,55_7_20755_2004_4
4344,55_7_20757,55,7,20757,2004,2009,2014,0,3,F,1324,55_7_20757_2004_1
4345,55_7_20758,55,7,20758,2004,2009,2015,0,3,F,4123,55_7_20758_2004_4
4346,55_7_20759,55,7,20759,2004,2009,2014,0,3,F,3412,55_7_20759_2004_3
4347,55_7_20760,55,7,20760,2004,2009,2015,0,3,F,1432,55_7_20760_2004_1
4350,55_7_20764,55,7,20764,2004,2009,2014,0,3,F,1234,55_7_20764_2004_1
4351,55_7_20765,55,7,20765,2004,2009,2014,0,3,F,3214,55_7_20765_2004_3
4352,55_7_20766,55,7,20766,2004,2009,2014,0,3,F,3124,55_7_20766_2004_3
4353,55_7_20788,55,7,20788,2004,2009,2014,0,3,F,2314,55_7_20788_2004_2
4354,55_7_29005,55,7,29005,2000,2005,2010,2016,4,F,3241,55_7_29005_2000_3
4356,55_7_29021,55,7,29021,2002,2007,2012,2019,4,F,2134,55_7_29021_2002_2
4357,55_7_29027,55,7,29027,2001,2006,2011,2017,4,F,1324,55_7_29027_2001_1
4358,55_7_29031,55,7,29031,2002,2007,2012,2018,4,F,4231,55_7_29031_2002_4
4359,55_7_29032,55,7,29032,2004,2009,2015,0,3,F,1432,55_7_29032_2004_1
4360,55_7_29036,55,7,29036,2002,2007,2012,2018,4,F,1342,55_7_29036_2002_1
4361,55_7_29038,55,7,29038,2004,2009,2015,0,3,F,2134,55_7_29038_2004_2
4362,55_7_29042,55,7,29042,2004,2009,2014,0,3,F,2134,55_7_29042_2004_2
4363,55_7_29043,55,7,29043,2004,2009,2014,0,3,F,3214,55_7_29043_2004_3
4364,55_7_29044,55,7,29044,2001,2006,2011,2018,4,F,4123,55_7_29044_2001_4
4365,55_7_29045,55,7,29045,2004,2009,2015,0,3,F,4312,55_7_29045_2004_4
4367,55_7_29052,55,7,29052,2000,2005,2010,2015,4,F,4321,55_7_29052_2000_4
4368,55_7_29053,55,7,29053,2003,2008,2013,0,3,F,1234,55_7_29053_2003_1
4369,55_71_20017,55,71,20017,2000,2005,2010,2015,4,M,1243,55_71_20017_2000_1
4370,55_71_20023,55,71,20023,2001,2006,2011,2016,4,F,4213,55_71_20023_2001_4
4371,55_71_20063,55,71,20063,2004,2009,2014,0,3,M,4123,55_71_20063_2004_4
4372,55_71_20081,55,71,20081,2001,2006,2011,2017,4,F,1432,55_71_20081_2001_1
4373,55_71_20090,55,71,20090,2002,2007,2012,2018,4,M,2413,55_71_20090_2002_2
4374,55_71_20101,55,71,20101,2001,2006,2011,2017,4,F,1234,55_71_20101_2001_1
4375,55_71_20110,55,71,20110,2004,2009,2015,0,3,F,2134,55_71_20110_2004_2
4378,55_71_20124,55,71,20124,2003,2008,2013,0,3,F,3412,55_71_20124_2003_3
4379,55_71_20160,55,71,20160,2001,2006,2011,2017,4,F,4123,55_71_20160_2001_4
4380,55_71_20162,55,71,20162,2001,2006,2011,2018,4,F,1423,55_71_20162_2001_1
4382,55_71_20174,55,71,20174,2001,2006,2011,2017,4,F,4123,55_71_20174_2001_4
4383,55_71_20329,55,71,20329,2000,2005,2010,2016,4,F,2341,55_71_20329_2000_2
4384,55_71_20339,55,71,20339,2000,2005,2010,2015,4,F,4321,55_71_20339_2000_4
4385,55_71_20340,55,71,20340,2000,2005,2010,2016,4,F,4312,55_71_20340_2000_4
4387,55_71_20349,55,71,20349,2001,2006,2011,2017,4,F,2413,55_71_20349_2001_2
4388,55_71_20350,55,71,20350,2001,2006,2011,2017,4,F,4321,55_71_20350_2001_4
4389,55_71_20353,55,71,20353,2001,2006,2011,2017,4,M,1423,55_71_20353_2001_1
4390,55_71_20362,55,71,20362,2001,2006,2011,2017,4,M,1423,55_71_20362_2001_1
4391,55_71_20369,55,71,20369,2002,2007,2012,2018,4,F,1432,55_71_20369_2002_1
4393,55_71_20378,55,71,20378,2003,2008,2013,0,3,F,1243,55_71_20378_2003_1
4394,55_71_20383,55,71,20383,2003,2008,2013,0,3,M,4231,55_71_20383_2003_4
4395,55_71_20384,55,71,20384,2003,2008,2013,0,3,M,2134,55_71_20384_2003_2
4396,55_71_20385,55,71,20385,2003,2008,2013,0,3,F,3412,55_71_20385_2003_3
4397,55_71_20402,55,71,20402,2004,2009,2014,0,3,F,2314,55_71_20402_2004_2
4398,55_71_20403,55,71,20403,2004,2009,2014,0,3,F,1342,55_71_20403_2004_1
4399,55_73_20011,55,73,20011,2004,2009,2014,0,3,F,1324,55_73_20011_2004_1
4400,55_73_20013,55,73,20013,2000,2005,2010,2016,4,F,4231,55_73_20013_2000_4
4401,55_73_20017,55,73,20017,2003,2008,2013,2019,4,F,3214,55_73_20017_2003_3
4402,55_73_20034,55,73,20034,2003,2008,2013,0,3,M,4123,55_73_20034_2003_4
4403,55_73_20053,55,73,20053,2001,2006,2011,2017,4,F,2134,55_73_20053_2001_2
4405,55_73_20072,55,73,20072,2003,2008,2013,0,3,F,4231,55_73_20072_2003_4
4406,55_73_20074,55,73,20074,2004,2009,2015,0,3,F,1423,55_73_20074_2004_1
4408,55_73_20083,55,73,20083,2004,2009,2014,0,3,F,2134,55_73_20083_2004_2
4409,55_73_20094,55,73,20094,2001,2006,2011,2017,4,M,2143,55_73_20094_2001_2
4410,55_73_20102,55,73,20102,2003,2008,2013,0,3,F,4321,55_73_20102_2003_4
4411,55_73_20105,55,73,20105,2000,2005,2010,2016,4,F,3412,55_73_20105_2000_3
4412,55_73_20110,55,73,20110,2000,2005,2010,2016,4,F,3142,55_73_20110_2000_3
4413,55_73_20116,55,73,20116,2002,2007,2012,2018,4,F,3241,55_73_20116_2002_3
4414,55_73_20120,55,73,20120,2001,2006,2011,2017,4,M,3412,55_73_20120_2001_3
4415,55_73_20125,55,73,20125,2000,2005,2010,2015,4,F,4231,55_73_20125_2000_4
4416,55_73_20126,55,73,20126,2000,2005,2010,2015,4,M,1432,55_73_20126_2000_1
4417,55_73_20129,55,73,20129,2003,2008,2013,0,3,F,3142,55_73_20129_2003_3
4418,55_73_20135,55,73,20135,2004,2009,2015,0,3,F,3412,55_73_20135_2004_3
4420,55_73_20161,55,73,20161,2001,2006,2011,2017,4,F,4132,55_73_20161_2001_4
4421,55_73_20162,55,73,20162,2000,2005,2010,2016,4,M,3412,55_73_20162_2000_3
4422,55_73_20166,55,73,20166,2002,2007,2012,2019,4,F,3241,55_73_20166_2002_3
4423,55_73_20171,55,73,20171,2002,2007,2012,2018,4,F,3421,55_73_20171_2002_3
4424,55_73_20174,55,73,20174,2000,2005,2010,2015,4,F,3124,55_73_20174_2000_3
4425,55_73_20175,55,73,20175,2002,2007,2012,2019,4,F,4312,55_73_20175_2002_4
4426,55_73_20183,55,73,20183,2004,2009,2014,0,3,F,4231,55_73_20183_2004_4
4427,55_73_20191,55,73,20191,2002,2007,2012,2019,4,F,1234,55_73_20191_2002_1
4428,55_73_20196,55,73,20196,2001,2006,2011,2017,4,M,4312,55_73_20196_2001_4
4430,55_73_20203,55,73,20203,2001,2006,2011,2017,4,M,4132,55_73_20203_2001_4
4431,55_73_20233,55,73,20233,2000,2005,2010,2015,4,F,1324,55_73_20233_2000_1
4434,55_73_20248,55,73,20248,2000,2005,2010,2015,4,F,4231,55_73_20248_2000_4
4435,55_73_20254,55,73,20254,2002,2007,2012,2018,4,M,2431,55_73_20254_2002_2
4437,55_73_20275,55,73,20275,2004,2009,2015,0,3,M,4123,55_73_20275_2004_4
4440,55_73_20290,55,73,20290,2000,2005,2010,2016,4,F,3412,55_73_20290_2000_3
4441,55_73_20296,55,73,20296,2000,2005,2010,2016,4,F,3124,55_73_20296_2000_3
4443,55_73_20306,55,73,20306,2002,2007,2012,2019,4,F,3142,55_73_20306_2002_3
4444,55_73_20307,55,73,20307,2004,2009,2014,0,3,F,4231,55_73_20307_2004_4
4445,55_73_20332,55,73,20332,2001,2006,2011,2017,4,F,4213,55_73_20332_2001_4
4446,55_73_20335,55,73,20335,2004,2009,2014,0,3,F,1234,55_73_20335_2004_1
4447,55_73_20343,55,73,20343,2004,2009,2014,0,3,F,1423,55_73_20343_2004_1
4448,55_73_20356,55,73,20356,2000,2005,2010,2016,4,F,2341,55_73_20356_2000_2
4449,55_73_20358,55,73,20358,2002,2007,2012,2018,4,M,4132,55_73_20358_2002_4
4450,55_73_20362,55,73,20362,2000,2005,2010,2016,4,F,3124,55_73_20362_2000_3
4451,55_73_20375,55,73,20375,2000,2005,2010,2016,4,M,1432,55_73_20375_2000_1
4453,55_73_20388,55,73,20388,2003,2008,2013,0,3,F,3124,55_73_20388_2003_3
4454,55_73_20389,55,73,20389,2000,2005,2010,2015,4,M,1243,55_73_20389_2000_1
4455,55_73_20400,55,73,20400,2002,2007,2012,2018,4,F,4132,55_73_20400_2002_4
4456,55_73_20406,55,73,20406,2001,2006,2011,2017,4,M,1234,55_73_20406_2001_1
4457,55_73_20408,55,73,20408,2002,2007,2012,2018,4,F,3142,55_73_20408_2002_3
4458,55_73_20409,55,73,20409,2000,2005,2010,2016,4,M,2134,55_73_20409_2000_2
4459,55_73_20413,55,73,20413,2004,2009,2014,0,3,F,3214,55_73_20413_2004_3
4460,55_73_20416,55,73,20416,2002,2007,2012,2018,4,F,3412,55_73_20416_2002_3
4461,55_73_20441,55,73,20441,2002,2007,2012,2018,4,F,3421,55_73_20441_2002_3
4462,55_73_20452,55,73,20452,2002,2007,2012,2018,4,F,1423,55_73_20452_2002_1
4465,55_73_20486,55,73,20486,2000,2005,2010,2015,4,F,1432,55_73_20486_2000_1
4466,55_73_20492,55,73,20492,2001,2006,2011,2017,4,M,1324,55_73_20492_2001_1
4468,55_73_20497,55,73,20497,2002,2007,2012,2019,4,F,2413,55_73_20497_2002_2
4469,55_73_20502,55,73,20502,2003,2008,2013,0,3,F,2134,55_73_20502_2003_2
4470,55_73_20503,55,73,20503,2001,2006,2011,2017,4,F,4231,55_73_20503_2001_4
4471,55_73_20508,55,73,20508,2001,2006,2011,2017,4,F,1243,55_73_20508_2001_1
4472,55_73_20518,55,73,20518,2004,2009,2014,0,3,F,4231,55_73_20518_2004_4
4473,55_73_20526,55,73,20526,2004,2009,2015,0,3,M,2143,55_73_20526_2004_2
